ItemID	Accessories Included	Accessory Type	Bag Color	Bag Depth	Bag Height	Bag Length	Bag Material	Bag Width	Ball Valve Lockout Type	Base Clamping Unit Height	Base Clamping Unit Material	Blocking Arm Height	Blocking Arm Material	Blocking Arm Size	Blocking Arm Width	Blockout Height	Body Color	Body Depth	Body Height	Body Material	Body Width	Box Color	Box Depth	Box Height	Box Interior Features	Box Material	Box Width	Cabinet Color	Cabinet Depth	Cabinet Finish/Coating	Cabinet Height	Cabinet Interior Features	Cabinet Material	Cabinet Type	Cabinet Width	Cable & Chain Lockouts Included	Cable Color	Cable Diameter	Cable Finish/Coating	Cable Length	Cable Lockout Type	Cable Material	Circuit Breaker Lockout Type	Clear Window?	Cleat Depth	Cleat Height	Cleat Width	Color	Component Type	Cylinder Valve Lockout Type	Depth	Device Types in Kit	Door Type	Electrical Lockouts Included	Enables Industry Compliance	Finish/Coating	Fittings Accommodated	Fuse Size	Gate Valve Lockout Type	Group Lockout Boxes Included	Handle Thickness	Handle/Toggle Width	Hanging Hardware Included?	Hasp Body Color	Hasp Depth	Hasp Height	Hasp Material	Hasp Type	Hasp Width	Hasps Included	Height	High-visibility?	Hose Lockout Type	Includes	Inside Jaw Size	Installation Tool Required?	Label Language	Label Message	Labeled?	Labels Included	Lockable?	Lockout Box Color	Lockout Box Depth	Lockout Box Height	Lockout Box Material	Lockout Box Type	Lockout Box Width	Lockout Color	Lockout Depth	Lockout Diameter	Lockout Height	Lockout Length	Lockout Material	Lockout Size	Lockout Type	Lockout Width	Manuals & Training Materials Included	Material	Maximum Cord Diameter	Maximum Handle Thickness	Maximum Handle Width	Maximum Number of Padlocks	Maximum Number of Padlocks Attached	Maximum Number of Padlocks Stored	Maximum Pipe Diameter	Maximum Plug Diameter	Maximum Plug Length	Maximum Plug Size	Maximum Service Temperature	Maximum Shackle Diameter	Maximum Stem Diameter	Maximum Switch Width	Maximum Valve Size	Minimum Pipe Diameter	Minimum Service Temperature	Minimum Stem Diameter	Minimum Valve Size	Non-conductive Cable?	Non-conductive?	Number of Jaws	Number of Loops	Open or Closed Valve?	Padlocks Included	Pipe Diameter Range	Plug Lockout Type	Plug Voltage	Reverse Label Message	Rising Stem Knockout Hole Diameter	Risk Type	Service Temperature Range	Single-pole Lockout Type	Station Color	Station Depth	Station Features	Station Height	Station Material	Station Width	Steel Type	Stem Diameter Range	Storage Container Color	Storage Container Depth	Storage Container Finish/Coating	Storage Container Height	Storage Container Language	Storage Container Material	Storage Container Type	Storage Container Width	Tags Included	Thread Type	Title	Tool Color	Training Material Type	Type	Valve Lockouts Included	Valve Size Range	Valve Stem Hole Size	Valve Wheel Diameter	Video Format	Video Length	Voltage	Wall Switch Type	Width	With Cable?
Y67784																																											Multi-Pole Tie Bar												ANSI Z244, OSHA 29 CFR 1910.147							0.44 in																										Red	0.33 in		2.14 in		Nylon	2.14 x 1.19 x 0.33 in		1.19 in														9/32 in																			Electrical Risk		Snap-On																													120 V			
Y67785																45.3 mm																																Red							ANSI Z244, OSHA 29 CFR 1910.147			9/16 in1/4 in, 13/32 in, 9/32 in																																					Fuse Blockout			ABS																															Electrical Risk																																		
Y67786																84 mm																																Red							ANSI Z244, OSHA 29 CFR 1910.147			1-1/16 in, 13/16 in																																					Fuse Blockout			ABS																															Electrical Risk																																		
Y67787									Fits over Handle																																														OSHA 29 CFR 1910.147ANSI Z244	Powder-coated															3.7 in																	Red					Steel							3/4 in	1-1/2 in	6							+175 °C	3/8 in			1 in		-35 °C		1/4 in		Not Non-Conductive			Closed							Mechanical Risk	-35 to +175 °C																									1/4 to 1 in							3.7 in	
Y67873																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Gold	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67883																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Gold	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67884																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Gold, SilverGreen, RedBlue	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67885																																																																Red			Aluminum					Not High-Visibility							Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y69341																																																																																																																																	Mechanical Risk																												1 to 2.5 in						
Y69342																																																																																																																																	Mechanical Risk																												2.5 to 5 in						
Y69365																																																																Blue			Aluminum					Not High-Visibility							No Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y69366																																																																Red			Aluminum					Not High-Visibility							No Label Attached																																								Non-Conductive										Mechanical Risk																																		
Y962731																	Red		6 in	Glass-filled Polypropylene	1.276 in																Red	3/16 in	Vinyl	8 ft	Pull-tight	Metal													ANSI Z244, OSHA 29 CFR 1910.147																					Tool Not Required			No Label Attached																							4								0.281 in								Not Non-conductive											Mechanical Risk																																		With Cable
Y986322	(1) Blocking Arm for Large Universal Valve Lockout(2) Nylon Cable Ties																																			(1) Mini Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout(1) 480/600 V Clamp-On Breaker Lockout, (1) Wall Switch Lockout(1) Oversized Breaker Lockout(1) 3-in-1 Electrical Plug Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																					(2) Keyed-Different Safety Padlocks																	Red/White/Yellow on Black/Blue	8-1/2 in		10 in	English	Polyester	Bag	16-1/2 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) Plug Valve Lockout for Stem Diameter up to 7/8 in(1) 1-1/4 in to 1 in Ball Valve Lockout(1) Plug Valve Lockout for Stem Diameter up to 29/32 in to 1-3/8 in(1) Large Universal Valve Lockout									
Y986323	(1) Blocking Arm for Large Universal Valve Lockout, (2) Nylon Cable Ties																																			(1) Mini Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) Wall Switch Lockout(1) 480/600 V Clamp-On Breaker Lockout(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout(1) 3-in-1 Electrical Plug Lockout, (1) Oversized Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																					(2) Keyed-Different Steel Padlocks																	Red/White/Yellow on Black/Blue	8-1/2 in		10 in	English	Polyester	Bag	16-1/2 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1-1/4 in to 1 in Ball Valve Lockout, (1) Large Universal Valve Lockout(1) Plug Valve Lockout for Stem Diameter from 29/32 in to 1-3/8 in(1) Plug Valve Lockout for Stem Diameter up to 7/8 in(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout									
Y67615																																																																																																																							Not Non-Conductive										Mechanical Risk																																		
Y67618		Lockout Cleat																																											0.19 in	2 in	1.13 in	Red																																																		Polypropylene																																																														120/277 V			
Y67705																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Red		10.52 in	3 in		Polypropylene	10.52 x 12.53 x 3 in		12.53 in						1							+80 °C	3/8 in					-20 °C													3.52 in	Mechanical Risk	-20 to +80 °C																											6.5 to 10 in						
Y67718																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Blue		10.52 in	3 in		Polypropylene	10.52 x 12.53 x 3 in		12.53 in						1							+80 °C	3/8 in					-20 °C													3.52 in	Mechanical Risk	-20 to +80 °C																											6.5 to 10 in						
Y67722																																																							ANSI Z244OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Yellow		6.75 in	2.38 in		Polypropylene	6.75 x 8.82 x 2.38 in		8.82 in						1							+80 °C	3/8 in					-20 °C													2.5 in	Mechanical Risk	-20 to +80 °C																											5 to 6.5 in						
Y67724																																																							ANSI Z244, OSHA 29 CFR 1910.147				Hinged																		English/French/Spanish	DANGER LOCKED OUT DO NOT REMOVE	Label Attached									Yellow		13.96 in	3 in		Polypropylene	13.96 x 15.95 x 3 in		15.95 in						1							+80 °C	3/8 in					-20 °C													4.11 in	Mechanical Risk	-20 to +80 °C																											10 to 13 in						
Y67768																																																							ANSI Z244, OSHA 29 CFR 1910.147		1/2 in, 1/4 in, 3/8 in																Pneumatic Quick Disconnect															Red	0.83 in				Fiberglass Reinforced Nylon									6								0.31 in																			Mechanical Risk																																		
Y67771									Fits over Handle																																														ANSI Z244, OSHA 29 CFR 1910.147	Powder-coated															6.12 in																	Red					Steel							1-1/4 in	2-1/10 in	15							+175 °C	9/32 in			3 in		-35 °C		1-1/4 in		Not Non-Conductive			Closed							Mechanical Risk	-35 to +175 °C																									1-1/4 to 3 in							4.96 in	
Y825589																																																																																								Blue																															Not Non-Conductive										Mechanical Risk																																		
Y825590																																																																																								Green																															Not Non-Conductive										Mechanical Risk																																		
Y828369	(1) Ready Access Lockout Station																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(2) 120/277 V Clamp-On Breaker Lockouts with Cleats(1) Oversized Breaker Lockout(2) 3-in-1 Electrical Plug Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts with Cleats(2) Universal Multi-Pole Breaker Lockouts																(1) 1.5 in Group Lockout Hasps(2) 1 in Group Lockout Hasps																																																					(6) Keyed-Different Safety Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y828372	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Mechanical Risk Lockouts																		(1) 1.5 in Group Lockout Hasps(2) 1 in Group Lockout Hasps																																																					(6) Keyed-Different Safety Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(2) Ball Valve Lockouts(2) Adjustable Gate Valve Lockouts									
Y952115																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT OPERATE	Label Attached									Red		4.71 in	4 in		Polypropylene																+80 °C	0.369 in	2-1/8 in				-20 °C	1-3/4 in													Mechanical Risk	-20 to +80 °C									1-3/4 to 2-1/8 in																								
Y962782																	Red		6 in	Fiberglass Reinforced Nylon	1.276 in																Red	1/8 in		8 ft	Pull-tight	Nylon													ANSI Z244, OSHA 29 CFR 1910.147																					Tool Not Required			No Label Attached																							4								0.281 in								Non-conductive											Mechanical Risk																																		With Cable
Y986311	(1) Blocking Arm for Large Universal Valve Lockout																																			(1) Mini Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) 480/600 V Clamp-On Breaker Lockout, (1) Wall Switch Lockout(1) 120 V Snap-On Breaker Lockout, (1) 120/277 V Clamp-On Breaker Lockout(1) 3-in-1 Electrical Plug Lockout, (1) Oversized Breaker Lockout, (1) Universal Multi-Pole Breaker Lockout																																																																																						Red/White/Yellow on Black/Blue	8-1/2 in		10 in	English	Polyester	Bag	16-1/2 in	(2) Heavy Duty Reusable Lockout Tags						(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) 1-1/4 in to 1 in Ball Valve Lockout, (1) Large Universal Valve Lockout(1) Plug Valve Lockout for Stem Diameter from 29/32 in to 1-3/8 in(1) Plug Valve Lockout for Stem Diameter up to 7/8 in									
Y986330	(2) Nylon Cable Ties																																																			Mechanical Risk Lockouts																																																																							(2) Keyed-Different Safety Padlocks																	White on Red	3 in		8 in	English	Nylon	Bag	7 in	(2) Heavy Duty Reusable Lockout Tags						(1) Plug Valve Lockout for Stem Diameter up to 29/32 in to 1-3/8 in(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (2) 1-1/2 in to 2-1/2 in Small Ball Valve Lockouts(1) Plug Valve Lockout for Stem Diameter up to 7/8 in									
Y67830																																																Red							ANSI Z244, OSHA 29 CFR 1910.147			9/16 in																															40.38 mm			57.21 mm			Fuse Lockout	20.54 mm		ABS																															Electrical Risk																																		
Y67835																																																				Mechanical Risk Lockouts																		(3) Red Labeled Lockout Hasps																																																					(2) 2 in Blue Padlocks(2) 3/4 in Blue Padlocks																	Black on Yellow	18 in		9-3/4 in	English	Canvas	Bag		(10) Lockout Tags						(2) 1 in to 2-1/2 in Gate Valve Lockouts(2) 2-1/2 in to 5 in Gate Valve Lockouts, (2) Large Ball Valve Lockouts, (2) Small Ball Valve Lockouts									
Y67836																																																				Electrical Risk & Mechanical Risk Lockouts		(6) 227 V "No Hole" Breaker Lockouts(1) Small Brady Plug Lockout, (6) Universal Multi-Pole Breaker Lockouts(1) Large Brady Plug Lockout, (6) Single-Pole Breaker Lockouts, (6) Wall Switch Lockouts																(5) Red Labeled Lockout Hasps																																																					(6) 3/4 in Blue Padlocks(6) 2 in Blue Padlocks																	Black on Yellow	18 in		9-3/4 in	English	Canvas	Bag		(25) Lockout Tags						(2) 1 in to 2-1/2 in Gate Valve Lockouts(2) Small Ball Valve Lockouts(2) 2-1/2 in to 5 in Gate Valve Lockouts, (2) Large Ball Valve Lockouts									
Y67869																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Red	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67876																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Blue, RedGold, SilverGreen	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67879																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Red	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67789																																																							ANSI Z244, OSHA 29 CFR 1910.147																								No Label Attached									Yellow		3.11 in		7.31 in	Polypropylene	7.31 x 3.11 in					1.20 in							2-3/4 in	4-3/4 in	4-3/4 x 2-3/4 in		0.37 in															Plug-encasing				Electrical Risk																																		
Y67790																																																							ANSI Z244, OSHA 29 CFR 1910.147																								No Label Attached									Red	1 in		3.56 in		Polypropylene			1.42 in														0.31 in		1.16 in																	Electrical Risk																																Toggle		
Y67872																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Green	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67874																																											Single-Pole												OSHA 29 CFR 1910.147ANSI Z244							0.445 in																										Red	0.65 in		2.205 in		Polypropylene	2.205 x 0.95 x 0.65 in		0.95 in														9/32 in																			Electrical Risk		Clamp-On																													120/277 V			
Y67880																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Silver	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y67882																																																							ANSI Z244, OSHA 29 CFR 1910.147	Anodized								Green	0.157 in	7.512 in	Aluminum Alloy	Snap-In with Interlocking Tabs	0.309 in			Not High-Visibility			1.429 in		English	DANGER DO NOT OPERATE	Label Attached																							6								5/16 in									Not Non-Conductive	1							DANGER THIS ENERGY SOURCE HAS BEEN LOCKED OUT		Mechanical Risk																																		
Y69017		Lockout Cleat																																																																																																																																																														480/600 V			
Y69367																																																																																																																																																																277 V			
Y69337																																																																																																																														110 V			Electrical Risk																																		
Y69338																																																																																																																														220 V			Electrical Risk																																		
Y69339									Fits over Handle																																																																															Red					Nylon																				1 in				1/4 in		Not Non-Conductive			Closed							Mechanical Risk																										1/4 to 1 in								
Y825591																																																																																								Yellow																															Not Non-Conductive										Mechanical Risk																																		
Y828365	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(2) 120/277 V Clamp-On Breaker Lockouts with Cleats, (2) Universal Multi-Pole Breaker Lockouts(1) 3-in-1 Electrical Plug Lockout(1) 480/600 V Clamp-On Breaker Lockout with Cleat																(1) 1.5 in Group Lockout Hasps(2) 1 in Group Lockout Hasps																																																																						Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in							(1) Ball Valve Lockout(1) Adjustable Gate Valve Lockout									
Y828366	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(2) 120/277 V Clamp-On Breaker Lockouts with Cleats, (2) Universal Multi-Pole Breaker Lockouts(1) 3-in-1 Electrical Plug Lockout, (1) 480/600 V Clamp-On Breaker Lockout with Cleat																(1) 1.5 in Group Lockout Hasps(2) 1 in Group Lockout Hasps																																																					(6) Keyed-Different Safety Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) Ball Valve Lockout(1) Adjustable Gate Valve Lockout									
Y828367	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(2) Universal Multi-Pole Breaker Lockouts(1) 480/600 V Clamp-On Breaker Lockout with Cleat, (2) 120/277 V Clamp-On Breaker Lockouts with Cleats(1) 3-in-1 Electrical Plug Lockout																(1) 1.5 in Group Lockout Hasps(2) 1 in Group Lockout Hasps																																																					(6) Steel Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(1) Ball Valve Lockout(1) Adjustable Gate Valve Lockout									
Y69369																																																																																																																																																																480/600 V			
Y69433																																											Multi-Pole Tie Bar																																													Red					Nylon																																				Electrical Risk																																		
Y825407																												Yellow	6.75 in		17 in		Polypropylene	Cabinet	17 in																		Semi-transparent										Hanging Hardware Included														English	LOCKOUT STATION	Label Attached		Lockable																																																																																		
Y825588																																																																																								Red																															Not Non-Conductive										Mechanical Risk																																		
Y952114																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT OPERATE	Label Attached									Red		3.21 in	3 in		Polypropylene																+80 °C	0.369 in	1-3/8 in				-20 °C	15/16 in													Mechanical Risk	-20 to +80 °C									15/16 to 1-3/8 in																								
Y952116																																																							ANSI Z244OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT OPERATE	Label Attached									Red		4.71 in	4 in		Polypropylene																+80 °C	0.369 in	2-1/2 in				-20 °C	2-3/16 in													Mechanical Risk	-20 to +80 °C									2-3/16 to 2-1/2 in																								
Y95825		Lock Rail																																											0.7 (Rail Depth) in	4 (Rail Height) in	0.8 (Rail Width) in	Yellow																																																		Fiberglass Reinforced Nylon																																																														480/600 V			
Y962730																	Red		6 in	Glass-filled Polypropylene	1.276 in																				Pull-tight														ANSI Z244, OSHA 29 CFR 1910.147																					Tool Not Required			No Label Attached																							4								0.281 in																			Mechanical Risk																																		Without Cable
Y986324																																																				Mechanical Risk Lockouts																																																																																								White on Red	3 in		8 in	English	Nylon	Bag	7 in							(1) Plug Valve Lockout for Stem Diameter up to 29/32 in to 1-3/8 in(1) Plug Valve Lockout for Stem Diameter up to 7/8 in(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (2) 1-1/2 in to 2-1/2 in Small Ball Valve Lockouts									
Y828368	(1) Ready Access Lockout Station																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(2) Universal Multi-Pole Breaker Lockouts(1) Oversized Breaker Lockout(2) 120/277 V Clamp-On Breaker Lockouts with Cleats(2) 3-in-1 Electrical Plug Lockouts, (2) 480/600 V Clamp-On Breaker Lockouts with Cleats																(2) 1 in Group Lockout Hasps(1) 1.5 in Group Lockout Hasps																																																																						Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in																
Y828370	(1) Ready Access Lockout Station																																			(1) Mini Cable Lockout																Electrical Risk Lockouts		(2) 120/277 V Clamp-On Breaker Lockouts with Cleats(1) Oversized Breaker Lockout(2) 3-in-1 Electrical Plug Lockouts, (2) Universal Multi-Pole Breaker Lockouts(2) 480/600 V Clamp-On Breaker Lockouts with Cleats																(2) 1 in Group Lockout Hasps(1) 1.5 in Group Lockout Hasps																																																					(6) Steel Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties															
Y828371	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Mechanical Risk Lockouts																		(2) 1 in Group Lockout Hasps(1) 1.5 in Group Lockout Hasps																																																																						Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in							(2) Adjustable Gate Valve Lockouts, (2) Ball Valve Lockouts									
Y828373	(1) Ready Access Lockout Station																																			(1) All Purpose Cable Lockout																Mechanical Risk Lockouts																		(2) 1 in Group Lockout Hasps(1) 1.5 in Group Lockout Hasps																																																					(6) Steel Padlocks																	Black on Yellow	6.75 in		17 in	English	Polypropylene	Cabinet-style Wall-mounted Station	17 in	(6) Heavy Duty Reusable Lockout Tags with Nylon Cable Ties						(2) Adjustable Gate Valve Lockouts, (2) Ball Valve Lockouts									
Y879539																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English/Spanish	Do Not Plug In	Label Attached									Yellow		3.47 in		6.25 in	Thermoplastic	6.25 x 3.47 in					1-1/4 in			1				3 in	5-1/2 in	5-1/2 x 3 in																	Plug-encasing				Electrical Risk																																		
Y879540																																																		Cylinder Tank					OSHA 29 CFR 1910.147ANSI Z244																																	Red		3.47 in	6.25 in		Polypropylene									1							+80 °C	0.34 in					-20 °C				Not Non-Conductive										Mechanical Risk	-20 to +80 °C																			Unthreaded							Adjustable to 3-1/2 in							
Y952113																																																							ANSI Z244, OSHA 29 CFR 1910.147																						English	DANGER LOCKED OUT DO NOT OPERATE	Label Attached									Red		3.21 in	3 in		Polypropylene																+80 °C	0.369 in	7/8 in				-20 °C	3/8 in													Mechanical Risk	-20 to +80 °C									3/8 to 7/8 in																								
Y986308	(1) Cleat for 480/600 V Clamp-On Breaker Lockout, (2) Cleat for 120/277 V Clamp-On Breaker LockoutNylon Cable Tie																																			(1) All Purpose Cable Lockout																Electrical Risk & Mechanical Risk Lockouts		(1) 3-in-1 Electrical Plug Lockout(2) 120/277 V Clamp-On Breaker Lockouts, (2) Universal Multi-Pole Breaker Lockouts(1) 480/600 V Clamp-On Breaker Lockout																(3) 1 in Group Lockout Hasps																																																																						RedBlack	7.3 in	Nickel-plated (Clasps)	7.8 in	English	Polypropylene	Box	16.2 in	(3) Heavy Duty Lockout Tags						(1) 1-1/2 in to 2-1/2 in Small Ball Valve Lockout, (1) Plug Valve Lockout for Stem Diameter from 9/32 in to 1-3/8 in(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout(1) Plug Valve Lockout for Stem Diameter up to 7/8 in									
Y986331	(2) Nylon Cable Ties																																																			Mechanical Risk Lockouts																																																																							(2) Keyed-Different Steel Padlocks																	White on Red	3 in		8 in	English	Nylon	Bag	7 in	(2) Heavy Duty Reusable Lockout Tags						(1) Plug Valve Lockout for Stem Diameter up to 29/32 in to 1-3/8 in(1) 1 in to 6-1/2 in Adjustable Gate Valve Lockout, (1) Plug Valve Lockout for Stem Diameter up to 7/8 in, (2) 1-1/2 in to 2-1/2 in Small Ball Valve Lockouts									
